"","HouseholdID","PersonalNumber","PID","Month","Year","TimeID","Weight","State","TimeLost","EMP","HRSWorked","Kid1","Kid2","Kid3","Kid4","Kid5","Kid6","KidsUnder5","age1","age_group1","age2","age_group2","age3","age_group3","age4","age_group4","age5","age_group5","age6","age_group6","Education","ParentAge","Race","ChildCare","Income","NonMetro","Female","SingleFamily","WelfareorSS","WorkFromHome"
"1",41808623323,101,"41808623323101'",1,2023,"12023",2095.0399735,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"2",41808623323,101,"41808623323101'",2,2023,"22023",2112.0024536,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"3",41808623323,101,"41808623323101'",3,2023,"32023",2136.2036644,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"4",41808623323,101,"41808623323101'",4,2023,"42023",2184.8753656,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"5",41808623323,101,"41808623323101'",5,2023,"52023",2206.9185892,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"6",41808623323,101,"41808623323101'",6,2023,"62023",2248.754654,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"7",41808623323,101,"41808623323101'",7,2023,"72023",2265.450373,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"8",41808623323,101,"41808623323101'",8,2023,"82023",2297.3986429,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"9",41808623323,101,"41808623323101'",9,2023,"92023",2340.160445,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"10",41808623323,101,"41808623323101'",10,2023,"102023",2335.3573035,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"11",41808623323,101,"41808623323101'",11,2023,"112023",2363.0422598,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"12",41808623323,101,"41808623323101'",12,2023,"122023",2385.7849451,40,1,0,0,0,1,1,1,0,0,"3",7,"School Age",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child","High School or Some College",24,"White",0,1,1,1,0,0,0
"13",41808623323,102,"41808623323102'",1,2023,"12023",2095.0399735,40,0,100,0,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"14",41808623323,102,"41808623323102'",2,2023,"22023",2112.0024536,40,0,100,0,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"15",41808623323,102,"41808623323102'",3,2023,"32023",2136.2036644,40,0,100,4,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"16",41808623323,102,"41808623323102'",4,2023,"42023",2184.8753656,40,0,100,5,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"17",41808623323,102,"41808623323102'",5,2023,"52023",2206.9185892,40,0,100,5,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"18",41808623323,102,"41808623323102'",6,2023,"62023",2248.754654,40,0,100,5,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"19",41808623323,102,"41808623323102'",7,2023,"72023",2265.450373,40,0,100,5,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"20",41808623323,102,"41808623323102'",8,2023,"82023",2297.3986429,40,0,100,5,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"21",41808623323,102,"41808623323102'",9,2023,"92023",2340.160445,40,0,100,3.75,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"22",41808623323,102,"41808623323102'",10,2023,"102023",2335.3573035,40,0,100,0,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"23",41808623323,102,"41808623323102'",11,2023,"112023",2363.0422598,40,0,100,0,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"24",41808623323,102,"41808623323102'",12,2023,"122023",2385.7849451,40,0,100,0,1,1,1,0,0,0,"3",5,"Preschool",3,"Toddler",2,"Toddler",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",27,"White",NA,1,1,0,0,0,0
"25",41810138922,101,"41810138922101'",1,2022,"12022",4216.1257091,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5083,0,1,1,1,0
"26",41810138922,101,"41810138922101'",2,2022,"22022",4234.177393,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5083,0,1,1,1,0
"27",41810138922,101,"41810138922101'",3,2022,"32022",4428.7374939,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5083,0,1,1,1,0
"28",41810138922,101,"41810138922101'",4,2022,"42022",4561.1772715,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5083,0,1,1,1,0
"29",41810138922,101,"41810138922101'",5,2022,"52022",4565.5339655,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5120,0,1,1,1,0
"30",41810138922,101,"41810138922101'",6,2022,"62022",4723.5550899,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5403,0,1,1,1,0
"31",41810138922,101,"41810138922101'",7,2022,"72022",4694.4434617,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5403,0,1,1,1,0
"32",41810138922,101,"41810138922101'",8,2022,"82022",4923.783539,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5403,0,1,1,1,0
"33",41810138922,101,"41810138922101'",9,2022,"92022",5037.6850138,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5437,0,1,1,1,0
"34",41810138922,101,"41810138922101'",10,2022,"102022",5080.7981357,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5576,0,1,1,1,0
"35",41810138922,101,"41810138922101'",11,2022,"112022",5158.3779967,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5576,0,1,1,1,0
"36",41810138922,101,"41810138922101'",12,2022,"122022",5096.1994772,40,0,100,40,0,0,1,1,0,0,"2",17,"Past Subsidy",11,"School Age",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child","High School or Some College",37,"Residual",1,5576,0,1,1,1,0
"37",41810138922,102,"41810138922102'",1,2022,"12022",5532.8965642,40,0,100,40,1,1,0,0,0,0,"2",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",36,"White",NA,5083,0,0,1,0,0
"38",41810138922,102,"41810138922102'",2,2022,"22022",5663.7387539,40,0,100,40,1,1,0,0,0,0,"2",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",36,"White",NA,5083,0,0,1,0,0
"39",41810138922,102,"41810138922102'",3,2022,"32022",5525.6063775,40,0,100,40,1,1,0,0,0,0,"2",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",36,"White",NA,5083,0,0,1,0,0
"40",41810138922,102,"41810138922102'",4,2022,"42022",5573.1731991,40,0,100,40,1,1,0,0,0,0,"2",2,"Toddler",0,"Infant",-1,"No Child",-1,"No Child",-1,"No Child",-1,"No Child","High School or Some College",36,"White",NA,5083,0,0,1,0,0
